ScientificName,ChineseName1,ChineseName2,ChineseName3
Gymnothorax kidako,蠕紋裸胸鯙,蠕紋裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax margaritophorus,斑頸裸胸鯙,斑頸裸胸鱔,錢鰻、薯鰻、虎鰻、鰻(臺東)、糬鰻(澎湖)、硓[石古]鰻(澎湖)
Gymnothorax melanosomatus,黑身裸胸鯙,,錢鰻、薯鰻、虎鰻、鰻(臺東)、糬鰻(澎湖)、硓[石古]鰻(澎湖)
Gymnothorax melatremus,黃身裸胸鯙,黃體裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax meleagris,白口裸胸鯙,斑點裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、米鰻(澎湖)、硓[石古]鰻(澎湖)
Gymnothorax minor,小裸胸鯙,小裸胸鱔,錢鰻、薯鰻、虎鰻、花糬鰻(澎湖)、花丑仔(澎湖) 、滾倒龍(澎湖)
Gymnothorax monostigma,眼斑裸胸鯙,眼斑裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax neglectus,細花斑裸胸鯙,細花斑裸胸鱔,花斑裸胸鯙、錢鰻、薯鰻、虎鰻
Gymnothorax niphostigmus,雪花斑裸胸鯙,雪花斑裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、硓[石古]鰻(澎湖)
Gymnothorax nudivomer,裸鋤裸胸鯙,裸犁裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、秤仔花(澎湖)
Gymnothorax phasmatodes,無斑裸胸鯙,無斑裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax pictus,細點裸胸鯙,花斑裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax pindae,平達裸胸鯙,平氏裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax polyuranodon,豹紋裸胸鯙,豹紋裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax prionodon,鋸齒裸胸鯙,鋸齒裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、絲仔鰻(澎湖)
Gymnothorax prolatus,長身裸胸鯙,長身裸胸鱔,錢鰻、薯鰻、虎鰻、小長鯙
Gymnothorax pseudomelanosomatus,擬黑身裸胸鯙,擬黑身裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax pseudoprolatus,擬小長鯙,,錢鰻、薯鰻、虎鰻
Gymnothorax pseudothyrsoideus,淡網紋裸胸鯙,密網裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、粉鰻(澎湖)、硓[石古]鰻(澎湖)
Gymnothorax reevesii,雷褔氏裸胸鯙,勻斑裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)
Gymnothorax richardsonii,李氏裸胸鯙,異紋裸胸鱔,李查森氏裸胸鯙、錢鰻、薯鰻、虎鰻
Gymnothorax rueppellii,鞍斑裸胸鯙,鞍斑裸胸鱔,寬帶裸胸鯙、錢鰻、薯鰻、虎鰻、糬鰻(澎湖)
Gymnothorax sagmacephalus,鞍頭裸胸鯙,鞍頭裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax shaoi,邵氏裸胸鯙,,錢鰻、薯鰻、虎鰻
Gymnothorax taiwanensis,臺灣裸胸鯙,臺灣裸胸鱔,錢鰻、薯鰻、虎鰻
Gymnothorax thyrsoideus,密點裸胸鯙,密點裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、紡車索(澎湖)
Gymnothorax undulatus,疏斑裸胸鯙,波紋裸胸鱔,波紋裸胸鯙、錢鰻、薯鰻、虎鰻、糬鰻(澎湖)、青痣(澎湖)、青頭仔(澎湖)
Gymnothorax ypsilon,丫環裸胸鯙,褐首裸胸鱔,錢鰻、薯鰻、虎鰻、糬鰻(澎湖)
Gymnothorax zonipectis,帶尾裸胸鯙,帶尾裸胸鱔,錢鰻、薯鰻、虎鰻
Pseudechidna brummeri,布氏擬蝮鯙,擬蛇鱔,錢鰻、薯鰻、虎鰻、布氏長鯙
Rhinomuraena quaesita,管鼻鯙,大口管鼻鱔,黑身管鼻鯙、海龍、五彩鰻
Scuticaria tigrina,虎斑鞭尾鯙,虎斑鞭尾鱔,虎斑長圓鯙、錢鰻、薯鰻、虎鰻、糬鰻(澎湖)
Strophidon dorsalis,長背長鯙,長背長鱔,錢鰻、薯鰻、虎鰻
Strophidon sathete,長鯙,長尾彎牙海鱔(長海鱔),錢鰻、薯鰻、虎鰻、竹竿鰻、紡車索（高屏地區）
Uropterygius alboguttatus,白斑尾鯙,白斑尾鱔,錢鰻、薯鰻、虎鰻、白斑鰭尾鯙
Uropterygius macrocephalus,大頭尾鯙,大頭尾鱔,巨頭鰭尾鯙、巨鰭尾鯙、錢鰻、薯鰻、虎鰻
Uropterygius marmoratus,石紋尾鯙,花斑尾鱔,石點長圓鯙、石紋鞭尾鯙、錢鰻、薯鰻、虎鰻
Uropterygius micropterus,小鰭尾鯙,小鰭尾鱔,小鰭鰭尾鯙、錢鰻、薯鰻、虎鰻
Uropterygius nagoensis,網紋尾鯙,網紋尾鱔,錢鰻、薯鰻、虎鰻、網紋鰭尾鯙
Uropterygius oligospondylus,少椎尾鯙,少椎尾鱔,寡椎鰭尾鯙、短椎尾鯙、錢鰻、薯鰻、虎鰻
Uropterygius xanthopterus,黃鰭尾鯙,黃鰭尾鱔,錢鰻、薯鰻、虎鰻
Dysomma anguillare,前肛鰻,,合鰓鰻
Dysomma brachygnathos,短吻前肛鰻,,合鰓鰻
Dysomma dolichosomatum,長身前肛鰻,,異齒前肛鰻、合鰓鰻
Dysomma formosa,白前肛鰻,,合鰓鰻
Dysomma goslinei,高氏前肛鰻,,合鰓鰻
Dysomma longirostrum,長吻前肛鰻,,合鰓鰻
Dysomma melanurum,黑尾前肛鰻,,合鰓鰻
Dysomma opisthoproctus,後臀前肛鰻,,合鰓鰻
Dysomma polycatodon,多齒前肛鰻,,合鰓鰻
Dysomma robinsorum,羅氏前肛鰻,,合鰓鰻
Dysomma taiwanensis,臺灣前肛鰻,,合鰓鰻
Dysommina orientalis,東方短體前肛鰻,,東方短身擬前肛鰻、合鰓鰻
Dysommina rugosa,多皺短身前肛鰻,後肛鰻,多皺短身擬前肛鰻、合鰓鰻
Histiobranchus bathybius,深海旗鰓鰻,,旗鰓鰻、合鰓鰻
Ilyophis brunneus,褐泥蛇鰻,軟泥鰻,合鰓鰻
Meadia abyssalis,箭齒前肛鰻,,深海昏糯鰻、合鰓鰻
Meadia roseni,羅氏箭齒前肛鰻,,羅氏昏糯鰻、合鰓鰻
Simenchelys parasitica,寄生鰻,,合鰓鰻
Synaphobranchus affinis,合鰓鰻,長鰭合鰓鰻(連鰓鰻),合鰓鰻
Synaphobranchus brevidorsalis,短背鰭合鰓鰻,,合鰓鰻
Synaphobranchus kaupii,高氏合鰓鰻,,合鰓鰻
Synaphobranchus oligolepis,寡鱗合鰓鰻,,合鰓鰻
Allips concolor,同色蒜蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Apterichtus moseri,駿河灣無鰭蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Bascanichthys kirkii,克氏褐蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、盲蛇鰻
Brachysomophis cirrocheilos,鬚唇短體蛇鰻,鬚唇短體鰻,大口短體蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔、龍鰻、大口蛇鰻
Brachysomophis crocodilinus,鱷形短體蛇鰻,鱷形短體鰻,鰻仔、硬骨篡、篡仔、硬骨仔
Brachysomophis henshawi,亨氏短體蛇鰻,亨氏短體鰻,鰻仔、硬骨篡、篡仔、硬骨仔、土龍(臺東)
Brachysomophis longipinnis,長鰭短體蛇鰻,長鰭短體鰻,鰻仔、硬骨篡、篡仔、硬骨仔
Brachysomophis porphyreus,紫身短體蛇鰻,紫身短體鰻,鰻仔、硬骨篡、篡仔、硬骨仔
Callechelys kuro,黑麗蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、黑喉鰓鰻、喉鰓盲蛇鰻
Callechelys marmorata,雲紋麗蛇鰻,雲紋麗鰻,鰻仔、硬骨篡、篡仔、硬骨仔、雲紋麗鰻
Cirrhimuraena chinensis,中華鬚蛇鰻,中華鬚鰻,中國鬚蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Cirricaecula macdowelli,麥氏無鰭鬚蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、麥氏鬚盲蛇鰻
Echelus polyspondylus,多椎鰭蠕鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、蠕鰻
Echelus uropterus,小尾鰭蠕鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、蠕鰻
Lamnostoma mindora,明多羅龍口蛇鰻,明多粗犁鰻,民多羅龍口蛇鰻、明多粗犁蛇鳗、鰻仔、硬骨篡、篡仔、硬骨仔
Lamnostoma polyophthalmum,多斑龍口蛇鰻,,多斑粗犁蛇鳗、鰻仔、硬骨篡、篡仔、硬骨仔
Lamnostoma taiwanense,臺灣龍口蛇鰻,,台灣粗犁蛇鳗、鰻仔、硬骨篡、篡仔、硬骨仔
Leiuranus semicinctus,半環蓋蛇鰻,,半環平蓋蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys gymnopterus,裸鰭蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys hattae,短鰭蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys longirostris,長吻蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys schultzei,許氏蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys thompsoni,湯氏蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Muraenichthys velinasalis,鼻瓣蟲鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Myrichthys colubrinus,斑竹花蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、竹節花蛇鰻、竹節鰻
Myrichthys maculosus,斑紋花蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、巨斑花蛇鰻
Neenchelys cheni,陳氏新蛇鰻,,陳氏油鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys daedalus,新幾內亞新蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys diaphora,長鰭新蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、異新蛇鰻
Neenchelys gracilis,細身新蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys mccoskeri,麥氏新蛇鰻,,新鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys parvipectoralis,微鰭新蛇鰻,微鰭新鰻,微鰭新鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys pelagica,大洋新蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Neenchelys similis,長身新蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus altipennis,高鰭蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、帆鰭蛇鰻
Ophichthus aphotistos,暗鰭蛇鰻,,深海黑體蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus apicalis,尖吻蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、土龍、頂蛇鰻
Ophichthus asakusae,淺草蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus bicolor,高鰭蛇鰻,,雙色蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus bonaparti,鮑氏蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、硬骨䲂(澎湖)
Ophichthus cephalozona,項斑蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、頸帶蛇鰻
Ophichthus erabo,斑紋蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、紋蛇鰻
Ophichthus fasciatus,橫帶蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、硬骨䲂(澎湖)、烏鰻(澎湖)
Ophichthus lithinus,石蛇鰻,,艾氏蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔、鰻(台東)
Ophichthus machidai,町田氏蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus macrochir,大鰭蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、長身蛇鰻
Ophichthus megalops,大眼蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus obtusus,壯體蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus polyophthalmus,多斑蛇鰻,多斑蛇鰻(眼斑蛇鰻),眼斑蛇鰻、眼斑細齒蛇鰻、眼斑蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔、䲂仔(澎湖)
Ophichthus semilunatus,半月蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、土龍、頂蛇鰻
Ophichthus shaoi,邵氏蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus stenopterus,窄鰭蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Ophichthus tsuchidae,柴田氏蛇鰻,錦蛇鰻,鰻仔、硬骨篡、篡仔、硬骨仔、錦蛇鰻
Ophichthus urolophus,裙鰭蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、裾蛇鰻
Ophisurus macrorhynchos,大吻沙蛇鰻,,巨吻蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Phyllophichthus xenodontus,葉鼻蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Pisodonophis boro,波路荳齒蛇鰻,雜食豆齒鰻,鰻仔、硬骨篡、篡仔、硬骨仔、土龍
Pisodonophis cancrivorus,食蟹荳齒蛇鰻,食蟹豆齒鰻,鰻仔、硬骨篡、篡仔、硬骨仔、鰻(臺東)、硬骨䲂(澎湖)
Pylorobranchus hoi ,何氏守鰓蛇鰻,何氏雙鰭鰻,鰻仔、硬骨篡、篡仔、硬骨仔
Schultzidia johnstonensis,約氏舒蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Scolecenchelys fuscapenis,黑尾蠕蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、黑尾蟲鰻
Scolecenchelys gymnota,裸身蠕蛇鰻,,裸蟲鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Scolecenchelys iredalei,愛氏蠕蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、愛氏蟲鰻
Scolecenchelys laticaudata,側尾蠕蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔、側尾蟲鰻
Scolecenchelys macroptera,大鰭蠕蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Skythrenchelys zabra,斑馬龜蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Sympenchelys taiwanensis,臺灣扁蛇鰻,,鰻仔
Xyrias chioui,邱氏列齒蛇鰻,邱氏列齒鰻,邱氏無鬚蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Xyrias revulsus,列齒蛇鰻,列齒鰻(光唇蛇鰻),列齒無鬚蛇鰻、鰻仔、硬骨篡、篡仔、硬骨仔
Yirrkala misolensis,米蘇爾細鋤蛇鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Coloconger japonicus,日本短糯鰻,日本短尾康吉鰻,日本倭糯鰻
Coloconger raniceps,蛙頭短糯鰻,蛙頭短尾康吉鰻,蛙頭倭糯鰻
Nessorhamphus danae,丹氏鴨項鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Congresox talabon,原鶴海鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Gavialiceps taiwanensis,臺灣絲尾海鰻,臺灣鱷頭鰻,海鰻
Muraenesox bagio,百吉海鰻,褐海鰻,虎鰻、海鰻
Muraenesox cinereus,灰海鰻,海鰻,虎鰻、海鰻、錢鰻(臺東)
Oxyconger leptognathus,狹頜海鰻,細頜鰻,丁香鰻、尖嘴鰻、尖嘴海鰻(澎湖)
Avocettina infans,喙吻鰻,,尖嘴鰻
Nemichthys scolopaceus,線鰻,線鰻(線口鰻),鰻(臺東)
Acromycter nezumi,頂鼻糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Ariosoma anago,白錐體糯鰻,穴美體鰻(齊頭鰻),糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、白鰻(澎湖)
Ariosoma dolichopterum,長鰭錐體糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、白鰻(澎湖)
Ariosoma emmae,黑錐體糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、白鰻(澎湖)
Ariosoma fasciatum,條紋錐體糯鰻,條紋美體鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Ariosoma major,大錐體糯鰻,大美體鰻(大奇鰻),糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Ariosoma meeki,米克氏錐體糯鰻,米克氏美體鰻,米克氏糯鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、白鰻(澎湖)、銀箸(澎湖)
Ariosoma megalops,大眼錐體糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、白鰻(澎湖)
Ariosoma shiroanago,銀錐體糯鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Bathycongrus albimarginatus,白緣深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus bimaculatus,雙斑深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus bleekeri,畢氏深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus brunneus,褐深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus castlei,卡氏深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus graciliceps,細頭深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus guttulatus,小斑深海糯鰻,小斑深海康吉鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus macroporis,大孔深海糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathycongrus retrotinctus,網格深海糯鰻,網格深海康吉鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、黑邊深海糯鰻
Bathycongrus wallacei,瓦氏深海糯鰻,瓦氏深海康吉鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathymyrus simus,銼吻淵油鰻,銼吻淵油鰻(銼吻海康吉鰻),深海糯鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathyuroconger albus,白深海尾糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathyuroconger dolichosomus,長體深海尾糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Bathyuroconger parvibranchialis,少耙深海尾糯鰻,少耙深海尾鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、菲律賓深海尾糯鰻
Bathyuroconger vicinus,深海尾糯鰻,深海尾鰻,深海尾鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Blachea xenobranchialis,外鰓懶糯鰻,,奇鰓鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、奇鰓糯鰻
Conger cinereus,灰糯鰻,灰康吉鰻,白鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Conger japonicus,日本糯鰻,日本康吉鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、黑鰻、烏鰻(澎湖)
Conger jordani,喬氏糯鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Conger macrocephalus,大頭糯鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Conger myriaster,繁星糯鰻,星康吉鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Congrhynchus talabonoides,原鶴康吉吻鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Congriscus megastomus,大口糯鰻,大口康吉鰻,大口康吉鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Gnathophis asanoi,淺野氏頜吻糯鰻,,鰻仔、硬骨篡、篡仔、硬骨仔
Gnathophis heterognathos,異頜頜吻糯鰻,異頜頜吻鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Gnathophis xenica,尖尾頜吻糯鰻,尖尾頜吻鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、外來頜吻糯鰻
Gorgasia japonica,日本園鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Gorgasia taiwanensis,臺灣園鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Heteroconger hassi,哈氏異糯鰻,哈氏異康吉鰻,園鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Japonoconger sivicolus,小頭日本糯鰻,小頭日本康吉鰻(南鰻),糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、禿吻日本糯鰻
Macrocephenchelys brachialis,臂斑大頭糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Macrocephenchelys brevirostris,短吻大頭糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Macrocephenchelys nigriventris,黑腹大頭糯鰻,,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Parabathymyrus brachyrhynchus,短吻擬深海蠕鰻,短吻擬海蠕鰻,糯鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、短吻擬海糯鰻
Parabathymyrus macrophthalmus,大眼擬深海蠕鰻,大眼擬海蠕鰻,糯鰻、大眼擬海蠕鰻、糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Rhynchoconger ectenurus,黑尾突吻糯鰻,黑尾吻鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻、突吻糯鰻
Uroconger lepturus,狹尾糯鰻,尖尾鰻,糯米鰻、穴子鰻、臭腥鰻、海鰻、沙鰻
Nettastoma parviceps,小頭鴨嘴鰻,小頭絲鰻(小頭鴨嘴鰻),絲仔鰻
Nettastoma solitarium,前鼻鴨嘴鰻,前鼻絲鰻(前鼻鴨嘴鰻),絲仔鰻
Nettenchelys gephyra,橋鴨蛇鰻,,絲仔鰻
Nettenchelys proxima,近鴨蛇鰻,,絲仔鰻
Saurenchelys fierasfer,線尾蜥鰻,,絲仔鰻
Saurenchelys gigas,巨蜥鰻,,絲仔鰻
Saurenchelys taiwanensis,臺灣蜥鰻,,絲仔鰻
Serrivomer sector,長齒鋸鋤鰻,長齒鋸犁鰻,長齒鋸齒鰻、鋸齒鰻
Eurypharynx pelecanoides,寬咽魚,,巨口鰻、傘口鰻、吞噬鰻、咽囊鰻、吞鰻、鵜鶘鰻、傘口吞噬鰻
Ilisha elongata,長鰳,鰳,白力、力魚、曹白魚、吐目、鰳魚(澎湖)
Ilisha melastoma,黑口鰳,,短鰳、印度鰳、圓眼仔
Opisthopterus tardoore,後鰭魚,,翹鼻魚、薄刀、眶仔
Pellona ditchela,庇隆多齒鰳,,庇隆鰳、齒鰳
Coilia grayii,七絲鱭,,鳳尾魚、馬鱭、白鼻、馬刀、長尾刺、黃鱭
Coilia mystus,鳳鱭,,鳳尾魚、烤籽魚、籽鱭、子鱭、馬齊魚、刀魚
Coilia nasus,刀鱭,,鳳尾魚、烤籽魚、籽鱭、子鱭、馬齊魚、刀魚
Encrasicholina heteroloba,異葉半稜鯷,尖吻半稜鯷,魩仔、白鱙、異葉公鯷
Encrasicholina oligobranchus,寡鰓半稜鯷,,寡鰓公鯷、魩仔、白鱙、白面鱙(澎湖)
Encrasicholina punctifer,銀灰半稜鯷,,魩仔、白鱙、刺公鯷
Engraulis japonicus,日本鯷,,苦蚵仔、鰯仔、片口、鱙仔、姑仔、黑鱙、苦蠔仔(澎湖)、厚殼鱙(澎湖)
Setipinna tenuifilis,黃鯽,,絲翅鰶、毛口、突臭仔、油扣、刺仔
Stolephorus commersonnii,康氏側帶小公魚,,孔氏銀帶鰶、孔氏小公魚、魩仔
Stolephorus indicus,印度側帶小公魚,,印度銀帶鰶、印度小公魚、魩仔、白骨鱙、丁香鱙、苦鱙、惡鱙
Stolephorus insignus,斑紋側帶小公魚,,銀帶鰶、小公魚、魩仔
Stolephorus insularis,島嶼側帶小公魚,,巴達維印度、島嶼小公魚、魩仔
Stolephorus waitei,韋氏側帶小公魚,,魏氏小公魚、魩仔
Thryssa chefuensis,芝蕪稜鯷,,突鼻仔、含西
Thryssa dussumieri,杜氏稜鯷,,杜氏劍鰶、突鼻仔、含西
Thryssa hamiltonii,漢氏稜鯷,,哈氏劍鰶、突鼻仔、含西
Thryssa kammalensis,赤鼻稜鯷,,干麥爾劍鰶、突鼻仔、含西
Thryssa setirostris,長頜稜鯷,,長吻劍鰶、突鼻仔、含西、臭肉仔(臺東)
Chirocentrus dorab,寶刀魚,,西刀、布刀、獅刀鱙
Chirocentrus nudus,長頜寶刀魚,,西刀、布刀
Amblygaster leiogaster,平胸鈍腹鯡,,平胸圓腹沙丁、鰮仔、沙丁魚、黑目鰮(澎湖)
Amblygaster sirm,西姆鈍腹鯡,斑點鈍腹鯡,鰮仔、沙丁魚、苦瞭(臺東)、賽姆圓腹沙丁魚
Clupanodon thrissa,盾齒鰶,花鰶,銀耀鱗、銀鱗水滑、多斑鰶、海鯽仔
Dussumieria acuta,尖尾圓腹鯡,尖吻圓腹鯡,臭肉鰮、鰮仔
Dussumieria elopsoides,黃帶圓腹鯡,,臭肉鰮、鰮仔、銀圓腹鰮、尖嘴鰮、尖頭鰮(澎湖)、砂䰳(澎湖)
Etrumeus micropus,小鱗脂眼鯡,,臭肉鰮、鰮仔、圓眼仔、鰮魚、鰮仔魚、圓仔魚(幼魚)、脂眼鯡、臭肉、臭肉魚(澎湖)、肉鰮(澎湖)
Herklotsichthys punctatus,斑點似青鱗魚,,斑點青鱗、青鱗仔、鰮仔
Herklotsichthys quadrimaculatus,四點似青鱗魚,藍帶似青鱗魚,四點青鱗、青鱗仔、鰮仔、扁仔
Hilsa kelee,花點鰣,,中國鰣
Konosirus punctatus,窩斑鰶,斑鰶,扁屏仔、油魚、海鯽仔
Nematalosa come,環球海鰶,,扁屏仔、油魚、海鯽仔、土黃魚
Nematalosa japonica,日本海鰶,,扁屏仔、油魚、海鯽仔、日本水滑、土黃(澎湖)
Nematalosa nasus,高鼻海鰶,圓吻海鰶,扁屏仔、油魚、黃腸魚、海鯽仔
Sardinella albella,白腹小沙丁魚,,白腹小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
Sardinella alcyone,翠鳥小沙丁,,青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
Sardinella brachysoma,高體小沙丁魚,,高體小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
Sardinella fimbriata,繸鱗小沙丁魚,,黑小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
Sardinella gibbosa,隆背小沙丁魚,,隆背小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
Sardinella hualiensis,花蓮小沙丁魚,,花蓮小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮、臭肉鰮(臺東)
Sardinella jussieu,裘氏小沙丁魚,,逑氏小沙丁、青鱗仔、鰮仔、沙丁魚、扁仔、扁鰮
